Title,Ingredients
香葱苏打饼干（无糖）,"['55ml牛奶', '4g酵母', '150g低粉', '35g玉米油', '1g小苏打', '2g盐', '9g葱']"
金针菇番茄豆腐鸡蛋养生汤,"['1小包金针菇', '2个鸡蛋', '一小块豆腐', '1小个西红柿']"
烫面豆沙饼,"['面粉', '开水', '豆沙', '盐']"
香菇馒头,"['350克普通面粉', '150克水', '4克酵母', '30克糖', '3表皮:可可粉', '7开水']"
香芹叶炒鸡蛋,"['香芹叶', '鸡蛋']"
宝宝版蛋黄酥,"['200克土豆', '80克紫薯', '10克黄油', '1个蛋黄', '10克牛奶或泡好的奶粉', '少许黑芝麻']"
胡萝卜蒸饺,"['适量胡萝卜', '适量大葱', '适量普粉']"
奶白色芋圆,"['适量开水', '500木薯粉', '适量糖']"
食堂情怀大炖菜,"['肉丸', '白菜', '粉条', '豆皮或者炸豆泡或者炸面筋等', '蒿子杆', '金针菇或者平菇、香菇']"
鸽子汤【暖宫助孕    补内膜】,"['半只鸽子', '4颗红枣', '3片当归', '少量党参', '5片生姜', '6粒枸杞', '克盐']"
脆皮蛋糕,"['3个鸡蛋', '50克细砂糖', '10克蜂蜜', '1克盐', '100克低筋面粉', '表面用白芝麻（适量）', '35克玉米油', '适量柠檬汁', '适量黄油', '3克泡打粉']"
家常版鲍鱼炖土豆🥔,"['适量鲍鱼', '适量土豆🥔', '适量葱姜蒜 ', '适量盐', '适量糖', '适量蚝油（鸡精）', '适量调味料', '适量生抽']"
热带的味道-凤梨椰香冰淇淋（冰淇淋机版本）,"['45克水', '72克砂糖', '220克凤梨', '160克椰浆', '8克柠檬汁', '92克鲜奶油']"
【my little nordic kitchen】肉桂巧克力塔,"['#塔皮', '1个蛋黄', '35克伏特加', '140克黄油', '210克低筋粉', '5克细砂糖', '1/4tsp盐', '#馅料', '80克黑巧克力', '100克淡奶油', '15克细砂糖', '2个蛋黄', '1/2tbsp肉桂粉', '1/2tsp杏仁香精', '1tbsp伏特加', '#装饰', '适量开心果碎', '适量黑巧克力块']"
宝宝辅食微课堂 土豆鸡蛋面,"['1个土豆', '1个鸡蛋', '少许面粉', '半根青菜', '半根胡萝卜']"
Crêpe可丽饼,"['3cupmix粉', '2cup凉水', '一小块黄油（可不放）']"
蒸春饼（烤鸭饼）,"['300克面粉', '5克盐', '小半碗油']"
莲藕香菇排骨汤,"['克排骨400', '节藕2', '朵香菇6', '根葱0', '片姜3', '克盐适量', '黑豆一把']"
【生酮】免烤微波炉版重芝士蛋糕,"['145克奶油奶酪', '15克赤藓糖醇', '5滴香草精', '5滴柠檬汁', '10克椰子面粉', '10克杏仁粉', '25克无盐黄油', '30克原味芝士片']"
米熏鱼,"['1000克素油', '1000克鲜鱼一条约', '5克盐', '30克料酒', '20克酱油', '10克姜', '10克葱', '20克白糖', '1克鲜畅']"
东菱面包机   夏日果料蛋糕,"['3g盐', '120g糖', '100g玉米油', '130gml牛奶', '300g低筋面粉', '100g蛋', '8g泡打粉', '5g酵母', '若干腰果、杏仁、松子仁、枸杞、椰丝']"
好吃的樱桃酱,"['1600克樱桃', '半个柠檬', '100克冰糖', '160克白砂糖', '半杯水', '根据自己需要定放几个瓶内密封高温消毒玻璃瓶', '一定要耐酸不粘锅锅']"
炒方便面,"['1包方便面', '1个鸡蛋', '1/4个洋葱', '1块黄油', '1勺料酒', '1勺老干妈、饭扫光', '2瓣蒜', '少量鸡肉熟食、火腿肠']"
葱油蛏子,"['500克蛏子', '2根葱', '三片姜', '1勺生抽', '1勺料酒', '2瓣蒜', '5克糖']"
简单一人食-鱼丸咖喱意面,"['一小把(可以根据自己的食量)意面', '一盒(在超市都可以买到)咖喱', '半个土豆', '一包(涮火锅专用)鱼丸']"
不回缩的戚风杯子蛋糕,"['50玉米油', '50牛奶', '75低粉', '80细砂糖', '6蛋白', '6个蛋黄', '几滴柠檬汁', '1勺玉米淀粉', '克细砂糖']"
炒馒头,"['适量葱花', '适量盐', '2个馒头', '3只干红红辣椒', '适量蒜蓉', '适量姜', '适量酱油', '适量老干妈']"
沙茶酱鸡肉丸子,"['个鸡蛋', '鸡腿', '葱', '蒜', '淀粉', '沙茶酱', '酱油', '红酒', '醋', '盐', '油']"
香辣牛板筋,"['一大条牛板筋(新鲜)', '50毫升料酒', '20片生姜', '120毫升蒜蓉辣酱', '15克孜然粉', '20克熟芝麻', '7克白糖', '3克盐', '6~10毫升油']"
干焙土豆丝,"['1个土豆', '适量盐   ', '少许（可根据个人口味选择要不要）十三香']"
日式蓬松/舒芙蕾松饼,"['2茶匙/约10毫升牛奶', '1个（蛋白蛋黄分开）鸡蛋', '12克糖', '22克低筋面粉', '适量柠檬汁', '适量草莓', '适量糖浆']"
电饼铛烤肉,"['克牛肉', '个洋葱', '片香菜', '把金针菇']"
花菜炒肉,"['1颗花菜', '1小块瘦肉', '若干蒜末', '若干葱花', '适量盐', '少许鸡精']"
哈密瓜汁,"['400克哈密瓜（去皮后净重）', '200克纯净水', '10克白糖']"
无蛋版超级柔软牛奶小餐包,"['250克高筋面粉', '30克白砂糖', '1茶匙酵母', '1/4茶匙盐', '185克牛奶', '25克黄油', '#阿里斯顿烤箱中下层150度 全程遮挡烘烤25分钟']"
开胃酸辣白萝卜片,"['萝卜', '小米椒', '盐', '白醋', '白糖', '蒜末']"
姜葱爆鸭丝,"['熏腊鸭', '葱丝', '姜丝', '盐', '料酒', '味精', '胡椒粉', '蒜片', '红尖椒丝']"
吃出炒鸡味道的肉沫粉条,"['1把粉条', '2勺酱油', '3勺生抽', '适量猪肉', '依个人口味添加盐', '适量葱末', '四分之一个青椒']"
【好吃不上火·一个橙子宝宝蒸蛋糕】（12M+）,"['8克油', '8克（可减少或不加）糖', '1片橙子', '15克橙汁', '30克面粉', '30克鸡蛋']"
尖椒鸡,"['嫩鸡、尖椒', '姜、花椒、糖、酱油']"
豉油清蒸鱼 清蒸鲈鱼,"['鲈鱼', '大葱', '姜', '料酒', '盐', '蒸鱼豉油']"
减肥色拉,"['2块鸡里脊', '1块牛排', '3只基围虾', '4片球生菜', '1根黄瓜', '1个鸡蛋', '1个牛油果', '少许紫甘蓝', '一勺藜麦', '醋汁', '适量黑胡椒', '2勺橄榄油', '1-2勺生抽', '1勺蜂蜜', '2勺果醋']"
炒腰花,"['2至3个猪腰', '青椒（尖椒）', '黄瓜', '胡萝卜', '葱姜蒜', '料酒', '糖', '醋', '酱油', '色拉油', '淀粉']"
虾仁炒面,"['250克虾仁', '2克盐', '2克白胡椒', '1小勺玉米淀粉', '1份面条', '适量干辣椒', '适量蒜泥', '半个洋葱', '1/2勺蚝油', '1/2勺鱼露', '1/4勺老抽', '1根葱']"
健康的咖啡奶昔,"['半根香蕉', '3/4杯无糖杏仁牛奶', '1勺花生酱', '1/2茶匙香草精', '1勺咖啡粉', '1/4杯咖啡', '半杯冰块']"
三色虾仁,"['10只虾仁', '适量豌豆', '适量草菇', '适量胡萝卜', '两瓣蒜']"
烤箱版面包布丁,"['200ml牛奶', '一个鸡蛋', '两片吐司面包', '随意蜂蜜或白糖', '随意葡萄干']"
柚子皮糖,"['1个柚子', '300g黄冰糖', '350g水', '3勺盐']"
炸红薯,"['三个红薯', '红薯的三分之一面粉', '少许白糖', '少许油']"
成不成靠运气做土豆🥔,"['1个土豆', '适量番茄酱', '少许芝麻', '5瓣蒜', '少量小青菜']"
最爱的（娃娃菜虾汤）,"['一棵娃娃菜心', '2枚自制干虾', '1瓣蒜', '1片姜']"
烧果子,"['低粉 175克', '炼乳 175克', '蛋黄 1个（约15克左右）', '泡打粉 4克', '紫番薯馅 500克', '黄油17%番薯馅100%+白砂糖17%+']"
豆瓣闷鱼🐠,"['1草鱼', '30g豆瓣', '葱', '姜', '蒜', '大料', '生抽', '老抽', '鸡精']"
消耗酵种大法—椰枣椰子粉松饼（无油无糖）,"['4颗椰枣', '20克牛奶（打椰枣用）', '230克天然酵种', '20克椰子粉', '20克全麦粉', '1个鸡蛋', '85克牛奶', '1克盐', '1.5克小苏打']"
一人食豆角焖面,"['4-5根豆角', '半个或者四分之一土豆', '半个西红柿', '一小段葱', '一瓣蒜', '若干辣椒', '若干花椒粉', '若干干姜粉', '若干鸡精', '若干食用盐', '若干生抽', '若干老抽', '若干醋']"
自制潮州肠粉／果条／果条卷,"['50g＋10g+100ml粘米粉＋玉米淀粉＋水', '适量包菜或豆芽或白菜', '1个鸡蛋', '适量肉末或加火腿肠', '适量香菇丁', '适量菜脯丁也叫萝卜丁', '适量植物油', '刷子', '盘子', '蒸锅', '刮板', '按粉和水1：2比例，调好粉浆', '100克肠粉专用粉＋250ml水现在更方便，有肠粉专用粉，如']"
【小砖头UP养身帖】桂香红豆薏米手指年糕,"['100克红豆', '50克薏米', '12个手指年糕', '30克冰糖', '若干干桂花']"
萝卜丝炒虾米,"['白萝卜', '虾米', '小尖椒', '油盐鸡精']"
不开裂枣糕-水浴法（低筋/中筋粉可用）,"['300克低筋面粉/中筋面粉', '150克红枣', '120克牛奶', '160克红糖', '6克泡打粉', '4克小苏打', '100克色拉油', '8个鸡蛋', '6克食盐', '几滴白醋', '非食材类准备', '若干加高烤盘材料--硬纸板', '一只水浴容器-大烤盘']"
酸菜牛肉汤锅,"['1000克牛肉', '4片姜', '1包好人家酸菜鱼调料', '1包好人家酸萝卜老鸭汤调料', '若干各种想吃的蔬菜', '200克油', '1勺鸡精', '21粒花椒', '2个大料', '一瓶野山椒']"
电饭锅焖三黄鸡,"['l只三黄鸡', '1勺味极鲜酱油', '1勺海鲜酱', '1小勺蚝油', '1勺料酒', '少许盐', '少许冰糖粉', '3个香菇', '2根小葱白', '3片老姜']"
秋葵开洋拌面,"['2块（100克）面饼（非油炸）', '3枚秋葵', '1枚鸡蛋', '4～5枚开洋', '1片培根', '1大勺鲣节调味汁', '1/2勺辣椒油', '少许香松']"
月子餐：番茄菠菜蛋花汤（提升免疫力助消化）,"['100克番茄', '50克菠菜', '1枚鸡蛋', '适量盐', '适量葱', '适量香油']"
孜然土豆,"['300g土豆', '孜然', '椒盐']"
葱花鸡蛋饼,"['2个鸡蛋', '70克中筋面粉', '适量葱花', '适量盐', '适量水']"
自制阿胶糕,"['500克黄酒', '250克红枣', '200克冰糖', '50克枸杞', '125克阿胶', '250克黑芝麻', '200克核桃']"
元气满满雪花酥,"['100克棉花糖', '75克饼干', '25克蔓越莓', '50克坚果', '25克奶粉', '25克黄油']"
好吃到爆：【无油无糖低脂紫薯山药卷】,"['2个紫薯', '三分之一根山药', '2片吐司🍞']"
烧素鹅（豆腐皮）,['6张豆腐皮']
一碗牛肉面的由来…,"['2条牛腩', '2片香叶', '若干八角', '1小段肉桂', '4勺老抽', '2勺生抽', '6勺白糖', '2勺蚝油', '1罐啤酒', '与啤酒1:1纯水', '少许盐']"
减脂便当合集,"['干蔬菜🥬', '干肉类食品', '个鸡蛋🥚']"
超级美味培根土豆泥,"['土豆', '培根', '香葱', '海盐或食盐', '橄榄油或食用油', '黑胡椒碎或黑胡椒粉']"
洋葱蜜糖五花肉卷饼,"['250g普通面粉', '125g热开水', '适量色拉油', '五花肉', '洋葱', '红砂糖', '蚝油', '蜂蜜']"
清蒸鲫鱼,"['#食材', '1条（约500克）鲫鱼', '20克生姜', '4根小葱', '#配料', '30克海鲜汁']"
麦芽花生软糖,"['250克麦芽糖', '250g甜——270g微甜花生']"
红肥绿瘦,"['1个牛油果', '1个西红柿', '适量丘比凉拌汁']"
醉鱼,"['1条草鱼、黑鱼、鲈鱼(都可以)', '2根葱', '4片生姜', '4瓣蒜', '50粒花椒', '2颗八角', '5个干辣子角', '4瓷勺半李锦记蒸鱼豉油', '5瓷勺高度白酒']"
香蕉磅蛋糕,"['40克细砂糖', '2根香蕉', '2克盐', '6克泡打粉', '2个鸡蛋', '30克玉米油', '150-170克（看液体黏稠程度）面粉', '40克牛奶']"
健康的奶油蘑菇意面,"['8个蘑菇', '1瓣蒜', '1勺橄榄油', '适量黑胡椒', '20克黄油', '1份意大利面', '也可以用香肠片培根', '半个洋葱', '适量料酒', '适量盐', '适量糖', '200cm纯牛奶', '一小勺生抽']"
直接法~一发照样松软拉丝的万能白or生吐司🌈🌈✨,"['260g高筋面粉（我用白燕）', '160g鸡蛋＋牛奶', '30g玉米油', '35g炼乳', '4g耐高糖酵母', '30g糖', '2g盐', '25g奶粉', '安佳7g的小盒装一个黄油（整形和抹模具）']"
芝士鸡蛋吐司,"['1片面包片', '1片芝士片', '1个鸡蛋', '5克糖', '35克牛奶']"
地道东北野山珍菇饺子,"['东北小黄蘑（野生松树蘑）', '小白菜', '猪肉', '面粉', '大葱', '姜', '蒜', '食用油', '酱油', '耗油', '十三香', '盐', '料酒', '油', '盐', '十三香']"
东北菜土豆炖茄子,"['三个长茄子', '两个土豆', '两个辣椒', '三颗蒜瓣', '两勺酱油']"
蒜香炸排骨,"['适量，（用肥瘦相间的更好）排骨', '姜', '料酒', '盐', '蒜', '地瓜粉', '油', '生抽', '白糖']"
京酱肉丝黄瓜底,"['200克肉', '滴滴个儿盐', '1勺淀粉', '滴滴个儿胡椒', '1根（我都觉得有点多）黄瓜', '1～2勺甜面酱', '随意食用油']"
青椒肉丝,"['3个大青椒', '350g猪里脊肉', '适量葱姜蒜', '适量老抽', '适量蚝油', '适量淀粉', '适量盐']"
木耳粉丝鸡蛋素包子,"['粉丝', '木耳', '虾皮', '鸡蛋', '料酒', '面', '酵母', '葱', '姜', '盐', '糖', '五香粉', '白胡椒粉']"
黑糯米酒糟版番茄炒蛋,"['半碗酒糟 ', '三个番茄', '两个鸡蛋', '适量油盐糖']"
野生蓝莓椰青香果露,"['1杯（200ml）加拿大Oxford冰冻有机野生蓝莓', '1根香蕉（去皮）', '1个野生苹果（去皮去核）', '1片有机香菜', '300ml（含珠珠1汤匙）水克非尔珠珠椰青水']"
海底椰雪梨膏,"['15克海底椰', '10个无花果', '70克凉粉', '1个雪梨', '3节甘蔗', '5朵菊花', '2800水', '10少许茅根']"
丰胸粥,"['红枣', '红豆', '花生', '黑芝麻', '黑豆', '核桃', '糙米']"
养生黑芝麻糊,"['200克黑芝麻', '80克糯米', '20克燕麦', '3颗红枣', '3片姜', '10克冰糖', '800克水']"
茄子mini pizza（低碳水少油茄子做法🍆）,"['1个茄子', '2-3片培根', '适量番茄酱', '适量马苏里拉芝士碎']"
腊味煲仔饭,"['2根广式香肠', '2根台式香肠（齿物）', '1.5罐大米', '适量水', '2片姜', '1根大蒜（没有可以用葱代替）', '2-3根萝卜干', '1个鸡蛋', '2勺豉油皇（没有可用老抽和生抽混合代替）', '适量白砂糖', '适量盐', '4-5颗菜心']"
土豆炒洋葱,"['1个洋葱', '3个土豆', '3勺酱油', '少许盐']"
红烧猪脚,"['4个猪脚', '适量老姜', '适量酱油', '适量糖', '适量料酒']"
三文鱼芹菜小馄饨,"['少许芹菜', '少许馄饨皮', '少许盐', '1个鸡蛋', '少许三文鱼']"
简单的糟卤凤爪,"['1斤鸡爪', '几片姜', '1瓶辣糟卤汁', '200克野山椒泡椒']"
堪比禧贝的多妈版溶溶豆,"['50g稠性酸奶', '24g婴儿奶粉', '12g玉米淀粉', '2个蛋清', '12g细砂糖', '2-3滴柠檬汁']"
有层次感的爪爪冰棍,"['适量红心火龙果', '适量西瓜', '适量淡奶油', '适量糖']"
猪肉芹菜小馄饨,"['2斤五花', '一把小香芹', '一小碗葱姜沫', '半碗料酒', '适量盐', '适量胡椒粉（我用的白胡椒，黑胡椒上火）']"
醪糟汤圆、毛豆、海带、稀饭,"['勺酒酿', '个汤圆', '克糖', '个鸡蛋', '粒枸杞']"
牛奶炖花胶,"['8个花胶', '适量ml牛奶', '一碗水', '适量冰糖']"
辣味挂面,"['适量挂面', '6根葱', '适量生抽', '50克要更辣可以再放辣椒粉', '适量醋', '适量水', '适量油', '2个鸡蛋']"
格丽思厨师机版牛肉葱花饼,"['400克牛肉', '2个鸡蛋', '6克白胡椒粉', '6克十三香', '6克生抽', '6克盐', '6克香油', '6克（韩城大红袍打粉）花椒粉', '少许生姜', '400克中筋粉', '230克温热水', '20克食用油', '4克盐']"
小葱椒香薄煎饼（超简单超好吃）,"['随需普通面粉（高筋粉）', '少量盐', '少量花椒粉', '少量小葱', '少量油', '一个不粘煎锅']"
甜菜欧包,"['波兰酵头：', '30g高筋面粉', '30g水', '0.3g（一点点就好）红燕酵母', '主面团：', '260g高筋面粉', '190g甜菜泥', '16g红糖', '3g酵母', '3g盐', '10g榛子油']"
6寸戚风蒸蛋糕♥好吃不上火,"['30克牛奶', '25克玉米油', '40克低筋面粉', '2个蛋黄', '2个蛋白', '几滴柠檬汁', '35克糖粉']"
排骨炖豆角,"['若干排骨', '若干土豆', '适量花椒', '适量姜', '2个八角', '适量老抽', '适量冰糖', '瓣蒜', '适量料酒', '适量盐', '适量大葱', '适量豆角']"
经典意式提拉米苏,"['15个手指饼干', '15克装饰用可可粉', '1/2磅即243克Mascarpone马斯卡彭芝士', '3/4杯即90ml重奶油heavy cream', '1/6杯即40克细砂糖', '1茶勺Teaspoon即5ml香草精', '一杯即240ml浓咖啡或Espresso', '1勺Tablespoon即15ml朗姆酒']"
手工蔓越莓饼干，做给宝宝吃！,"['115克低筋面粉', '75克黄油', '65克糖粉', '适量蔓越莓', '1个鸡蛋']"
广式蒸排骨,"['500克排骨', '4瓣蒜', '半个二荆条', '2根香葱']"
懒人版糖醋排骨,"['克排骨', '片姜片', '蒜', '香葱', '醋', '白糖', '番茄酱', '白芝麻']"
童年记忆中的腊八粥,"['杯大米', '土豆', '胡萝卜', '香菇', '豌豆', '火腿', '香葱', '大蒜']"
胡麻豆腐,"['200g内酯豆腐', '80g胡麻酱', '适量白芝麻', '适量黑芝麻', '少许柴鱼花或海苔碎']"
牛奶炖木瓜,"['个木瓜', '克牛奶', '克冰糖']"
培根虾仁蛋炒饭,"['一个鸡蛋', '一碗米饭', '50克虾仁', '片培根一', '半个洋葱', '根胡萝卜半', '克盐', '20克青豆']"
妈妈牌红烧肉,"['400克五花肉', '400克肋排', '10ml料酒', '2个八角', '1块桂皮', '2片香叶', '10克姜', '1勺盐', '20克冰糖']"
肉松蛋糕新做法,"['5个鸡蛋', '80克牛奶', '50克油', '67克糖', '100克面粉', '25克肉松']"
简单快手菜之18凉拌豆角,"['适量豆角', '半头蒜', '3克盐', '3克味精', '1.5勺浓缩鸡汁没有的话放鸡粉也可二者选一', '1.5克糖', '1勺蚝油', '少放几滴即可香油', '3勺左右料油', '适量，不能吃辣不加小米辣']"
网红百香果柠檬鸡脚,"['——————处理鸡脚的材料', '15只鸡脚', '3勺料酒', '3个八角', '15粒花椒', '4片香叶', '5片生姜', '——————腌制鸡脚的酱汁', '几根香菜', '3-5个小米椒', '5瓣蒜瓣', '3-5滴麻油', '6勺陈醋', '5勺生抽', '2勺老抽', '半勺白糖', '小半勺盐', '6片柠檬', '1个百香果']"
烤鸡腿饭,"['两只鸡腿', '青菜', '玉米', '叉烧酱', '酱油', '料酒', '白胡椒', '盐', '鸡精', '蜂蜜']"
酸甜可口的凉拌鸭脚,"['2斤左右鸭脚', '3-5片香叶', '1个草果', '2颗八角', '2片生姜片', '若干指天椒', '2瓶海天苹果醋', '适量生抽', '适量老抽', '适量盐', '1-2瓶提前冰冻的矿泉水']"
椒盐玉米棒,"['随制作分量玉米棒', '分量而定黄油', '随个人口味而定椒盐', '随个人口味而定胡椒粉']"
南瓜造型馒头,"['250克南瓜', '400克面粉', '5克酵母', '15克白砂糖']"
川贝冰糖炖柠檬🍋,"['50克川贝', '1000克黄冰糖', '5个柠檬']"
馄饨皮,"['250克面粉', '1个鸡蛋', '10克水']"
夹糕黄年糕不沾手不粘锅过年,"['适量黄粘米磨成的粉（黍子面）', '适量红糖', '适量水', '适量红枣', '适量面粉']"
花雕冰醉小龙虾,"['3斤新鲜小龙虾', '1瓶花雕酒', '3/4瓶香糟卤', '适量姜', '15粒花椒', '适量  按个人口味添加  可以多放点白砂糖', '1瓣蒜', '适量葱', '4颗话梅', '2-3片香叶', '1颗八角', '适量盐', '1瓶白酒', '2只干辣椒']"
健康的紫薯金枪鱼鸡蛋沙拉蔬菜三明治,"['1个水鸡蛋', '适量金枪鱼', '4片黄瓜', '4片西红柿', '1片生菜', '适量原味优格', '3片全麦面包', '适量盐', '适量黑胡椒', '适量紫薯泥']"
鲫鱼豆腐汤,"['1条鲫鱼', '1块豆腐', '少许盐', '片姜']"
超Q弹嫩滑❗️巨好吃珍珠奶茶奶冻🥤入口即化,"['400克牛奶', '2包红茶包', '30克糖', '15克吉利丁片', '适量珍珠', '适量红糖']"
夏日小清新：橙子果冻,"['300毫升鲜榨橙汁', '15克砂糖', '10克吉利丁粉', '30克清水', '适量橙子壳']"
快手减脂主食：烤土豆红薯,"['一个红薯', '5个小土豆', '10克黄油', '3克盐', '3勺黑胡椒']"
名古屋风炸鸡翅,"['12只鸡翅', '适量胡椒，盐', '适量生粉', '3匙*糖', '4匙*酱油', '2匙*酒', '2匙*味霖', '适量*黑胡椒碎粒', '适量白芝麻']"
鲜味鸡枞菌,"['多少是运气鸡枞', '吃麻多放，不吃麻少放鲜青椒', '少量鲜红椒', '盖过菌菜籽油', '适量偏咸盐', '个辣椒', '几片姜']"
百分百成功的超美味红烧桂鱼,"['1条桂鱼（一定要先抹盐后腌制三天，这样肉才会紧实）', '3-6片姜', '4-6瓣大蒜', '一把大葱（切段）', '1勺白酒（或料酒）', '1-2勺剁椒（个人喜好，可不放）', '1-3片紫苏', '1-1.5饭碗水（根据鱼的大小自己调整）']"
莆田煎包电饼档简易版,"['克面粉', '勺酵母', '克盐', '克糖', '克粉丝', '克肉', '包菜', '香油', '生抽', '小葱', '香菇', '耗油', '十三香', '勺淀粉加水']"
简单版腌糖蒜,"['头新鲜大蒜', '克白糖', '勺米醋']"
蛋花粥,"['看人数而定鸡蛋', '看人数而定面粉', '适量盐']"
莴笋辣子鸡丁 清爽鲜嫩爽口,"['3只鸡腿肉', '半根莴笋', '少许水淀粉', '一勺豆瓣酱', '适量盐', '少许料酒', '一勺白糖', '少许酱油', '少许香油', '2根小米椒', '适量葱片姜片']"
润肺止咳的川贝炖雪梨,"['1个梨', '1～1.5克川贝粉', '适量冰糖', '适量枸杞', '适量清水']"
火龙果棒棒糖🍭,"['100克火龙果汁', '50克冰糖', '120克麦芽糖（无色的）', '200克水']"
薯片,"['1个土豆', '适量盐', '适量烧烤粉', '适量孜然粉', '5克食用油']"
牛毛菜凉粉,"['50克牛毛菜', '3500克水']"
蚝油胡萝卜橘子炖牛尾,"['1000G牛尾', '2只胡萝卜', '2只橘子', '若干洋葱 姜 桂皮']"
酸奶水果沙拉,"['40克酸奶', '0.5个火龙果', '适量草莓', '2片猕猴桃', '0.5个芒果']"
家常凉拌苦苣,"['几棵苦菊', '1小块瘦肉', '1把生花生米', '生抽', '糖', '米醋', '芝麻油', '盐', '葱、蒜']"
老鸭萝卜汤--秋季滋补贴秋膘怎能少了这碗老少皆宜的老火靓汤,"['半只老鸭', '1个白萝卜', '12朵香菇', '半根葱', '5片姜', '约15粒花椒', '2勺料酒', '2根香菜', '适量枸杞子', '适量盐']"
烤串刷酱,"['2平A 勺孜然粉', '4锥A 勺辣椒面', '4平A 勺辣椒粉', '第一次做无奶蛋糕时的一半盐盐', '一爪半白芝麻', '家里只有这种大豆油', '2B 勺蚝油', '1平A 勺王守义十三香', '1平A 勺椒盐粉', '2B 勺酱油', '2锥A 勺，我酱喜欢甜一点白糖']"
万达超火鸡翅煲,"['个佐料', '克冰糖', '勺料酒', '克盐', '克糖', '勺生抽', '勺蚝油', '片葱，姜，蒜，小米辣（切末）', '食材', '鸡爪', '鸡翅', '土豆、胡萝卜，虾，地瓜等（家里有的配菜）']"
牛奶泡玉米片,"['想吃多少放多少买来的玉米片', '想泡泡多少泡泡多少牛奶', '爱放不放随便啦果酱']"
酱汁馅料29:  杏酱apricot jam,"['600克（去核后500克）黄杏apricot', '10克柠檬汁', '350克（可全用冰糖）冰糖+砂糖+麦芽糖', '少许少许少许香草籽粉']"
港式蛋挞(简单版),"['30克细砂糖', '40克水', '20克炼奶', '160克纯牛奶', '2个(约110g)鸡蛋', '12个蛋挞皮']"
绿植,"['适量泥土', '1～2颗种子']"
红烧冬瓜,"['冬瓜', '香菇', '青红椒']"
做着方便吃着顺口的黑椒金蒜牛肉粒,"['400克腌制牛排', '两头大蒜', '适量黑椒', '30克姜丝', '一汤匙老抽', '一汤匙生抽', '一汤匙料酒', '一汤匙蚝油', '20克淀粉', '适量盐', '适量糖', '适量食用油']"
闪电泡芙,['建个相册']
马兰头拌香干 春菜,"['马兰头', '豆干', '盐', '糖', '生抽', '麻油']"
小米糕,"['112.5克小米', '3个鸡蛋', '30克油', '30克细白砂糖', '127.5克水或椰汁']"
豆干炒肉,"['克猪肉', '块豆干', '葱、香菜末 、芹菜、彩椒、蘑菇']"
金汤蒜蓉大闸蟹,"['1.5克盐', '一片姜', '两头大蒜', '大闸蟹4只', '啤酒一瓶', '蒜蓉辣酱一小勺', '一勺蚝油', '6片黄瓜', '5片尖椒', '60克食用油', '20克糖']"
香蕉蛋糕,"['2根香蕉', '150克低筋面粉', '45克（如果喜欢更甜一些的可以多加）白糖', '2个鸡蛋', '4克泡打粉', '2克小苏打', '2克盐', '45克色拉油（玉米油）', '15克水', '20克奶粉', '1袋每日坚果']"
羊肉萝卜(冬瓜)汤,"['240克羊肉', '半根萝卜', '少量姜', '少量葱', '香油', '生抽', '盐']"
手工吐司面包（手工揉面）,"['280克高筋面粉', '150克牛奶', '50克黄油', '3克酵母', '1个鸡蛋', '40克糖']"
零失敗的電飯煲煮台式高麗菜飯,"['半顆高麗菜(捲心菜)', '2杯大米', '半根胡萝卜', '少許紅蔥頭', '几朵香菇', '少許蝦皮', '少許肉絲']"
红菇猪肚鸡汤,"['1个猪肚', '1只土鸡', '8朵红菇', '适量盐']"
大袋薯片玉子烧,"['两袋袋装薯片', '四个鸡蛋', '半个洋葱', '适量其他和鸡蛋搭配的食材']"
香酥核桃酥饼,"['100g猪油', '适量核桃', '223g低筋面粉', '2个鸡蛋', '70g糖粉', '3g小苏打', '小许芝麻']"
小白菜汆丸子汤,"['瘦猪肉', '小白菜', '葱、姜', '盐、鸡粉、胡椒粉', '淀粉', '香油']"
红枣馒头,"['130ml纯牛奶', '200g面粉', '3g酵母', '30g砂糖', '若干个红枣']"
能卷一切菜的烫面饼,"['200克面粉', '10克克植物油', '50克开水']"
豆瓣鲫鱼,"['1条鲫鱼', '适量豆瓣酱', '适量料酒', '适量盐', '1根小葱', '适量酱油', '少许紫苏', '少许青椒']"
番茄豆角焖面,"['2个番茄', '一把豆角', '小半个洋葱', '看自己喜欢五花肉', '200-400g湿面条', '1勺生抽', '1小勺（根据你的量）盐', '1小勺白糖', '100g温水']"
黑糖杏仁蛋糕卷,"['80g蛋黄', '20g蜂蜜', '60g黑糖', '15g黄油', '适量杏仁碎', '少许香草荚', '30g黑糖', '160g鲜奶油', '10g细砂糖', '120g蛋白', '40g低筋面粉', '25g牛奶', '150g牛奶', '30g蛋黄', '10g糖粉', '15g黑糖']"
好吃到爆的虾仁土豆小披萨❗️一口一个停不下来,"['1个土豆', '10个虾仁', '适量玉米青豆胡萝卜', '适量芝士碎']"
巧克力布朗尼（无蛋奶无油版）,"['3/4杯蜂蜜', '1/2杯苹果泥', '1汤匙亚麻籽糊（代替鸡蛋）', '1茶匙天然香草精', '1/3杯无糖可可粉', '1/2杯全麦面粉', '1/2杯核桃仁（切碎）', '1/4杯黑巧克力豆', '1/4茶匙烘焙苏打', '1/4茶匙海盐', '1/4茶匙泡打粉']"
千岛酱,"['沙拉酱', '番茄酱（沙司）', '腌黄瓜']"
